"","age","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degree","c_charge_desc","is_recid","prison_length"
"2762",52,0,0,0,4,"(F3)","Possession of Cocaine",0,178
"2763",52,0,0,0,4,"(F3)","Possession of Cocaine",0,428
"2764",48,0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,1784
"2765",48,0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,178
"2766",48,0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,428
"2767",31,2,1,0,8,"(M2)","arrest case no charge",1,10
"2768",31,2,1,0,8,"(M2)","arrest case no charge",1,665
"2769",31,2,1,0,8,"(M2)","arrest case no charge",1,211
"2770",31,0,0,0,1,"(F2)","arrest case no charge",0,807
"2771",49,0,0,0,6,"(F2)","arrest case no charge",0,1392
"2772",49,0,0,0,6,"(F2)","arrest case no charge",0,388
"2773",29,0,0,0,2,"(M1)","Fighting/Baiting Animals",1,768
"2774",28,0,0,0,10,"(F3)","Felony Petit Theft",0,318
"2775",53,0,0,0,5,"(F3)","Battery on Law Enforc Officer",0,49
"2776",46,0,0,0,7,"(F3)","Grand Theft (Motor Vehicle)",1,217
"2777",46,0,0,0,7,"(F3)","Grand Theft (Motor Vehicle)",1,1357
"2778",45,0,0,0,7,"(F3)","Fail to Reg as Sexual Offender",1,846
"2779",45,0,0,0,7,"(F3)","Fail to Reg as Sexual Offender",1,1810
"2780",35,0,1,0,16,"(F3)","arrest case no charge",1,2
"2781",35,0,1,0,16,"(F3)","arrest case no charge",1,1401
"2782",31,0,0,0,2,"(F3)","Possession of Hydrocodone",0,481
"2783",31,0,0,3,9,"(F2)","Burglary Dwelling Occupied",1,0
"2784",25,0,0,0,1,"(F3)","D.U.I. Serious Bodily Injury",1,1392
"2785",26,0,0,0,4,"(M1)","Viol Injunct Domestic Violence",1,287
"2787",41,5,0,0,16,"(F3)","arrest case no charge",0,903
"2788",41,5,0,0,16,"(F3)","arrest case no charge",0,1562
"2789",28,0,0,0,9,"(F3)","arrest case no charge",1,155
"2790",54,0,0,0,6,"(F3)","Aggravated Assault W/Dead Weap",0,203
"2791",54,0,0,0,6,"(F3)","Aggravated Assault W/Dead Weap",0,1169
"2792",54,0,0,0,6,"(F3)","Aggravated Assault W/Dead Weap",0,1392
"2793",54,0,0,0,6,"(F3)","Aggravated Assault W/Dead Weap",0,447
"2794",30,0,0,0,6,"(F3)","arrest case no charge",0,110
"2797",35,0,1,0,8,"(F3)","Driving While License Revoked",1,321
"2798",57,0,0,0,11,"(F3)","Possession of Cocaine",0,211
"2799",57,0,0,0,11,"(F3)","Possession of Cocaine",0,297
"2800",57,0,0,0,11,"(F3)","Possession of Cocaine",0,370
"2801",57,0,0,0,11,"(F3)","Possession of Cocaine",0,370
"2802",43,0,0,0,11,"(F3)","Felony DUI (level 3)",1,200
"2803",23,0,0,0,4,"(F3)","arrest case no charge",0,693
"2804",24,0,0,0,2,"(F3)","Crim Use of Personal ID Info",0,1451
"2805",24,0,0,0,2,"(F3)","Crim Use of Personal ID Info",0,390
"2808",24,0,0,0,3,"(F3)","Pos Cannabis W/Intent Sel/Del",1,221
"2809",22,0,0,0,2,"(F6)","arrest case no charge",0,1674
"2810",36,0,0,0,6,"(F3)","Poss Unlaw Issue Driver Licenc",0,201
"2811",36,0,0,0,6,"(F3)","Poss Unlaw Issue Driver Licenc",0,1032
"2812",30,0,0,0,8,"(F3)","Possession of Cocaine",1,755
"2813",30,0,0,0,8,"(F3)","Possession of Cocaine",1,314
"2814",30,0,0,0,8,"(F3)","Possession of Cocaine",1,173
"2815",26,0,0,0,5,"(F2)","Robbery / No Weapon",0,435
"2816",36,1,0,0,26,"(F2)","Poss Cocaine/Intent To Del/Sel",1,299
"2817",36,1,0,0,26,"(F2)","Poss Cocaine/Intent To Del/Sel",1,246
"2818",36,1,0,0,26,"(F2)","Poss Cocaine/Intent To Del/Sel",1,457
"2819",56,0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,1854
"2820",56,0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,261
"2821",56,0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,38
"2822",56,0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,416
"2823",56,0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,169
"2824",56,0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,201
"2825",56,0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,76
"2826",26,0,1,0,6,"(F3)","Poss Pyrrolidinovalerophenone",1,2110
"2827",26,0,1,0,6,"(F3)","Poss Pyrrolidinovalerophenone",1,0
"2828",31,0,0,0,0,"(F3)","Possession of Cocaine",1,331
"2829",31,0,0,0,0,"(F3)","Possession of Cocaine",1,2387
"2830",35,2,0,0,9,"(F3)","arrest case no charge",0,277
"2831",35,2,0,0,9,"(F3)","arrest case no charge",0,409
"2832",19,1,3,2,5,"(M2)","arrest case no charge",1,1441
"2833",21,2,2,1,4,"(F2)","arrest case no charge",0,1728
"2834",69,0,0,0,1,"(F3)","Possession Child Pornography",0,1728
"2835",46,0,0,0,0,"(MO3)","arrest case no charge",0,227
"2836",34,0,0,0,0,"(F3)","Possession of Cocaine",0,1660
"2837",34,0,0,0,0,"(F3)","Possession of Cocaine",0,1373
"2838",39,0,0,0,7,"(F2)","Aggravated Battery / Pregnant",1,1870
"2839",29,0,0,0,3,"(M1)","DUI Level 0.15 Or Minor In Veh",0,752
"2840",33,0,0,0,4,"(F3)","Aggravated Assault W/Dead Weap",0,1625
"2841",25,0,0,0,10,"(F2)","arrest case no charge",0,1723
"2842",25,0,1,0,11,"(F3)","Grand Theft in the 3rd Degree",1,109
"2843",21,1,0,1,1,"(F2)","arrest case no charge",1,338
"2844",21,0,0,4,2,"(M2)","Assault",1,1688
"2845",31,0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",1,281
"2846",31,0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",1,539
"2847",31,0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",1,277
"2848",30,0,1,2,12,"(F3)","arrest case no charge",0,482
"2849",20,0,0,0,1,"(F7)","Kidnapping / Domestic Violence",0,1660
"2850",26,1,0,0,10,"(F3)","arrest case no charge",1,150
"2851",20,0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",1,1513
"2852",21,0,0,0,0,"(F1)","Deliver Cocaine 1000FT Church",1,1406
"2853",60,0,0,0,6,"(F2)","Burglary Dwelling Occupied",0,0
"2854",26,0,0,0,9,"(F3)","Drivg While Lic Suspd/Revk/Can",1,1443
"2855",42,0,0,0,5,"(M2)","Driving License Suspended",0,1784
"2856",25,0,0,0,0,"(F3)","Driving While License Revoked",0,1941
"2857",50,0,0,0,2,"(F7)","arrest case no charge",1,388
"2858",50,0,0,0,2,"(F7)","arrest case no charge",1,0
"2859",38,0,0,0,18,"(F3)","arrest case no charge",0,71
"2860",38,0,0,0,18,"(F3)","arrest case no charge",0,577
"2861",22,0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",1,1546
"2862",43,0,0,0,8,"(F3)","Criminal Mischief",1,2435
"2863",21,1,0,0,7,"(F3)","Fleeing Or Attmp Eluding A Leo",1,1576
"2864",31,3,0,1,15,"(M1)","Battery",1,274
"2865",31,3,0,1,15,"(M1)","Battery",1,1194
"2866",38,0,0,0,2,"(M2)","Driving License Suspended",0,337
"2867",51,0,0,0,1,"(F3)","Aggrav Stalking After Injunctn",0,843
"2868",54,0,0,0,6,"(F3)","Felony Battery w/Prior Convict",0,172
"2869",24,0,0,0,3,"(F3)","Burglary Conveyance Unoccup",1,90
"2870",58,0,0,0,38,"(F3)","Felony Petit Theft",1,282
"2871",58,0,0,0,38,"(F3)","Felony Petit Theft",1,1573
"2872",58,0,0,0,38,"(F3)","Felony Petit Theft",1,110
"2873",58,0,0,0,38,"(F3)","Felony Petit Theft",1,235
"2874",58,0,0,0,38,"(F3)","Felony Petit Theft",1,624
"2875",58,0,0,0,38,"(F3)","Felony Petit Theft",1,534
"2876",58,0,0,0,38,"(F3)","Felony Petit Theft",1,369
"2877",32,2,0,1,15,"(F3)","Possession of Cocaine",1,200
"2878",32,2,0,1,15,"(F3)","Possession of Cocaine",1,238
"2879",32,2,0,1,15,"(F3)","Possession of Cocaine",1,148
"2880",49,0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,77
"2881",49,0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,139
"2882",49,0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,1931
"2883",49,0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,65
"2884",49,0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,206
"2885",49,0,0,0,1,"(F3)","Crim/Transmit of HIV Virus",0,1155
"2886",31,0,0,0,4,"(F3)","Tampering With Physical Evidence",1,1213
"2887",31,0,0,0,4,"(F3)","Tampering With Physical Evidence",1,552
"2888",52,0,0,0,4,"(M2)","Fail Register Vehicle",0,1393
"2889",30,0,1,0,6,"(F3)","Poss Pyrrolidinovalerophenone",0,911
"2890",28,0,0,1,7,"(F3)","Grand Theft in the 3rd Degree",0,424
"2891",24,0,0,0,4,"(F3)","Grand Theft in the 3rd Degree",0,1828
"2892",27,0,0,0,8,"(F3)","arrest case no charge",1,213
"2893",35,0,0,1,1,"(M1)","Battery",1,253
"2894",35,0,0,1,1,"(M1)","Battery",1,3058
"2895",47,0,0,0,23,"(F2)","Poss Wep Conv Felon",1,70
"2896",47,0,0,0,23,"(F2)","Poss Wep Conv Felon",1,466
"2897",47,0,0,0,23,"(F2)","Poss Wep Conv Felon",1,63
"2898",47,0,0,0,23,"(F2)","Poss Wep Conv Felon",1,389
"2899",47,0,0,0,23,"(F2)","Poss Wep Conv Felon",1,383
"2900",47,0,0,0,23,"(F2)","Poss Wep Conv Felon",1,0
"2901",47,0,0,0,23,"(F2)","Poss Wep Conv Felon",1,393
"2902",47,0,0,0,23,"(F2)","Poss Wep Conv Felon",1,381
"2903",42,3,0,0,17,"(F3)","Possession of Cocaine",1,738
"2904",42,3,0,0,17,"(F3)","Possession of Cocaine",1,514
"2905",42,3,0,0,17,"(F3)","Possession of Cocaine",1,834
"2906",42,3,0,0,17,"(F3)","Possession of Cocaine",1,944
"2907",42,3,0,0,17,"(F3)","Possession of Cocaine",1,309
"2908",42,3,0,0,17,"(F3)","Possession of Cocaine",1,491
"2909",32,0,0,4,9,"(F2)","Burglary Unoccupied Dwelling",0,484
"2910",46,0,0,0,12,"(M1)","Pos Cannabis W/Intent Sel/Del",0,1541
"2911",46,0,0,0,12,"(M1)","Pos Cannabis W/Intent Sel/Del",0,1067
"2912",46,0,0,0,12,"(M1)","Pos Cannabis W/Intent Sel/Del",0,1488
"2913",46,0,0,0,12,"(M1)","Pos Cannabis W/Intent Sel/Del",0,2634
"2914",31,0,0,0,0,"(M1)","Possession of Cocaine",0,1379
"2915",26,0,1,0,7,"(M1)","Battery",0,1777
"2916",22,0,0,0,2,"(M1)","Battery",1,1490
"2917",54,0,0,0,12,"(F3)","Possession of Hydrocodone",1,453
"2918",54,0,0,0,12,"(F3)","Possession of Hydrocodone",1,871
"2919",54,0,0,0,12,"(F3)","Possession of Hydrocodone",1,86
"2920",54,0,0,0,12,"(F3)","Possession of Hydrocodone",1,83
"2921",30,0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,27
"2922",30,0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,170
"2923",30,0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,48
"2924",30,0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,493
"2925",30,0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,17
"2926",30,0,1,1,18,"(F3)","Burglary Conveyance Unoccup",1,124
"2927",22,0,1,0,2,"(F1)","Burglary With Assault/battery",0,0
"2928",55,0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,778
"2929",55,0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,88
"2930",55,0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,3120
"2931",55,0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,364
"2932",55,0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,131
"2933",55,0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,203
"2934",55,0,0,0,5,"(F3)","Agg Fleeing And Eluding",0,1465
"2935",29,0,0,2,14,"(F3)","Grand Theft (Motor Vehicle)",1,400
"2936",29,0,0,2,14,"(F3)","Grand Theft (Motor Vehicle)",1,47
"2937",29,0,0,2,14,"(F3)","Grand Theft (Motor Vehicle)",1,359
"2938",29,0,0,2,14,"(F3)","Grand Theft (Motor Vehicle)",1,1420
"2939",61,0,0,0,0,"(F3)","Obstruct Officer W/Violence",0,1873
"2940",23,0,0,0,3,"(F3)","Possession of Cocaine",1,1906
"2941",28,1,1,0,5,"(F3)","Aggrav Stalking After Injunctn",0,1110
"2942",31,0,0,0,15,"(F3)","arrest case no charge",0,304
"2943",49,0,0,0,7,"(F3)","Child Abuse",1,550
"2944",30,3,0,0,4,"(F2)","Aggrav Battery w/Deadly Weapon",1,961
"2945",30,3,0,0,4,"(F2)","Aggrav Battery w/Deadly Weapon",1,1380
"2946",30,3,0,0,4,"(F2)","Aggrav Battery w/Deadly Weapon",1,1315
"2947",60,0,0,0,26,"(M1)","Battery",0,496
"2948",60,0,0,0,26,"(M1)","Battery",0,279
"2949",60,0,0,0,26,"(M1)","Battery",0,173
"2950",54,0,0,0,13,"(F3)","arrest case no charge",0,348
"2951",54,0,0,0,13,"(F3)","arrest case no charge",0,271
"2952",54,0,0,0,13,"(F3)","arrest case no charge",0,2683
"2953",54,0,0,0,13,"(F3)","arrest case no charge",0,443
"2954",54,0,0,0,13,"(F3)","arrest case no charge",0,2261
"2955",54,0,0,0,13,"(F3)","arrest case no charge",0,222
"2956",54,0,0,0,13,"(F3)","arrest case no charge",0,734
"2957",54,0,0,0,13,"(F3)","arrest case no charge",0,122
"2958",22,0,0,0,3,"(F3)","Grand Theft in the 3rd Degree",0,1513
"2959",22,0,0,0,3,"(F3)","Grand Theft in the 3rd Degree",0,420
"2960",26,0,0,0,6,"(F2)","Aggravated Battery / Pregnant",1,172
"2961",26,0,0,0,9,"(F3)","Felony Driving While Lic Suspd",0,1975
"2962",20,1,1,1,4,"(F3)","Grand Theft in the 3rd Degree",1,1828
"2963",30,0,0,0,7,"(F3)","Pos Cannabis W/Intent Sel/Del",1,29
"2964",68,0,0,0,6,"(M1)","DUI Property Damage/Injury",0,29
"2965",48,0,0,0,20,"(F3)","Possession of Cocaine",1,151
"2966",48,0,0,0,20,"(F3)","Possession of Cocaine",1,1371
"2967",48,0,0,0,20,"(F3)","Possession of Cocaine",1,336
"2968",30,0,0,0,5,"(F3)","Grand Theft in the 3rd Degree",1,290
"2969",30,0,0,0,5,"(F3)","Grand Theft in the 3rd Degree",1,684
"2970",66,0,0,0,14,"(F2)","Aggrav Battery w/Deadly Weapon",0,2155
"2971",51,0,0,0,7,"(M1)","Driving Under The Influence",1,2155
"2972",38,0,0,0,8,"(M1)","Unlaw Use False Name/Identity",1,432
"2973",49,0,0,0,2,"(F3)","Possession of Cocaine",0,963
"2974",49,0,0,0,2,"(F3)","Possession of Cocaine",0,123
"2975",49,0,0,0,2,"(F3)","Possession of Cocaine",0,345
"2976",23,0,0,0,1,"(F3)","Unauth Poss ID Card or DL",1,1912
"2977",26,0,0,0,4,"(F3)","Grand Theft (Motor Vehicle)",1,475
"2978",29,1,2,0,6,"(F3)","Crim Use of Personal ID Info",1,895
"2979",38,0,0,0,1,"(F3)","arrest case no charge",1,102
"2980",38,0,0,0,1,"(F3)","arrest case no charge",1,5390
"2981",23,0,0,0,4,"(F2)","Poss Cocaine/Intent To Del/Sel",1,173
"2982",62,0,0,0,0,"(F3)","Sexual Performance by a Child",0,2129
"2983",20,1,0,0,1,"(F3)","Grand Theft in the 3rd Degree",1,1632
"2984",53,0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,0
"2985",53,0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,369
"2986",53,0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,1167
"2987",53,0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,224
"2988",53,0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,2064
"2989",53,0,0,0,19,"(F3)","Fel Drive License Perm Revoke",0,476
"2990",33,0,0,0,3,"(F3)","Use Computer for Child Exploit",0,1695
"2991",26,0,1,0,7,"(F3)","Grand Theft in the 3rd Degree",0,513
"2992",38,0,0,0,6,"(F3)","Aggravated Assault",1,497
"2993",33,0,0,0,1,"(F1)","arrest case no charge",0,2227
"2994",47,0,0,0,10,"(M2)","Petit Theft",0,1702
"2995",47,0,0,0,10,"(M2)","Petit Theft",0,3043
"2996",24,0,5,1,15,"(F2)","Deliver Cocaine",1,1667
"2997",55,0,0,0,18,"(F3)","arrest case no charge",1,82
"2998",55,0,0,0,18,"(F3)","arrest case no charge",1,61
"2999",55,0,0,0,18,"(F3)","arrest case no charge",1,247
"3000",57,0,0,0,12,"(F3)","arrest case no charge",1,180
"3001",57,0,0,0,12,"(F3)","arrest case no charge",1,253
"3002",57,0,0,0,12,"(F3)","arrest case no charge",1,470
"3003",57,0,0,0,12,"(F3)","arrest case no charge",1,147
"3004",57,0,0,0,12,"(F3)","arrest case no charge",1,1022
"3005",57,0,0,0,12,"(F3)","arrest case no charge",1,136
"3006",31,0,0,0,0,"(F3)","Possession of Cocaine",1,533
"3007",31,0,0,0,0,"(F3)","Possession of Cocaine",1,499
"3008",31,0,0,0,0,"(F3)","Possession of Cocaine",1,1422
"3009",34,0,0,0,0,"(F3)","Felony Battery w/Prior Convict",1,53
"3010",24,0,0,0,2,"(M1)","Possess Cannabis/20 Grams Or Less",1,683
"3011",29,0,1,0,7,"(F3)","Aggravated Assault W/dead Weap",1,1567
"3012",50,0,0,0,12,"(M1)","Battery",1,0
"3013",43,0,0,0,7,"(F2)","Agg Battery Grt/Bod/Harm",0,366
"3014",43,0,0,0,7,"(F2)","Agg Battery Grt/Bod/Harm",0,356
"3015",43,0,0,0,7,"(F2)","Agg Battery Grt/Bod/Harm",0,431
"3016",31,0,0,0,12,"(F3)","Driving While License Revoked",0,1982
"3017",23,0,0,0,0,"(F2)","Robbery / No Weapon",0,611
"3018",41,0,0,0,31,"(F3)","Driving While License Revoked",1,271
"3019",41,0,0,0,31,"(F3)","Driving While License Revoked",1,126
"3020",41,0,0,0,31,"(F3)","Driving While License Revoked",1,279
"3021",41,0,0,0,31,"(F3)","Driving While License Revoked",1,127
"3022",30,0,1,0,19,"(F3)","Possession of Cocaine",1,848
"3023",28,1,2,0,5,"(F2)","Aggrav Battery w/Deadly Weapon",1,984
"3024",33,0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",0,1392
"3025",33,0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",0,271
"3026",33,0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",0,354
"3027",33,0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",0,578
"3028",35,0,1,0,23,"(F3)","Felony Petit Theft",1,174
"3029",35,0,1,0,23,"(F3)","Felony Petit Theft",1,824
"3030",35,0,1,0,23,"(F3)","Felony Petit Theft",1,240
"3031",45,0,0,0,16,"(F3)","Possession of Oxycodone",0,1045
"3032",45,0,0,0,16,"(F3)","Possession of Oxycodone",0,529
"3033",21,0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",1,1938
"3034",21,0,1,1,3,"(M1)","Battery",1,174
"3035",46,0,0,0,18,"(F3)","Felony Petit Theft",1,629
"3036",24,0,1,0,2,"(F3)","Burglary Structure Unoccup",1,1393
"3037",57,0,0,0,2,"(F3)","Resist Officer w/Violence",0,176
"3038",57,0,0,0,2,"(F3)","Resist Officer w/Violence",0,378
"3039",57,0,0,0,2,"(F3)","Resist Officer w/Violence",0,57
"3040",43,0,0,0,12,"(F3)","Carrying Concealed Firearm",0,799
"3041",24,0,0,0,5,"(F3)","Uttering a Forged Instrument",1,1770
"3042",35,0,0,0,2,"(F3)","arrest case no charge",0,261
"3043",35,0,0,0,2,"(F3)","arrest case no charge",0,914
"3044",43,0,0,0,3,"(F3)","Possession of Cocaine",1,686
"3045",43,0,0,0,3,"(F3)","Possession of Cocaine",1,202
"3046",55,0,0,0,10,"(F3)","Possession of Cocaine",0,489
"3047",55,0,0,0,10,"(F3)","Possession of Cocaine",0,64
"3048",55,0,0,0,10,"(F3)","Possession of Cocaine",0,488
"3049",57,0,0,0,12,"(M1)","DUI - Enhanced",0,202
"3050",57,0,0,0,12,"(M1)","DUI - Enhanced",0,117
"3051",57,0,0,0,12,"(M1)","DUI - Enhanced",0,427
"3052",57,0,0,0,12,"(M1)","DUI - Enhanced",0,195
"3053",57,0,0,0,12,"(M1)","DUI - Enhanced",0,157
"3054",57,0,0,0,12,"(M1)","DUI - Enhanced",0,279
"3055",57,0,0,0,12,"(M1)","DUI - Enhanced",0,216
"3056",60,0,0,0,43,"(F3)","Driving While License Revoked",0,425
"3057",60,0,0,0,43,"(F3)","Driving While License Revoked",0,379
"3058",60,0,0,0,43,"(F3)","Driving While License Revoked",0,84
"3059",60,0,0,0,43,"(F3)","Driving While License Revoked",0,301
"3060",60,0,0,0,43,"(F3)","Driving While License Revoked",0,139
"3061",57,0,0,0,11,"(F2)","Strong Armed  Robbery",1,304
"3062",57,0,0,0,11,"(F2)","Strong Armed  Robbery",1,796
"3063",57,0,0,0,11,"(F2)","Strong Armed  Robbery",1,85
"3064",57,0,0,0,11,"(F2)","Strong Armed  Robbery",1,168
"3065",57,0,0,0,11,"(F2)","Strong Armed  Robbery",1,345
"3066",57,0,0,0,11,"(F2)","Strong Armed  Robbery",1,346
"3067",57,0,0,0,11,"(F2)","Strong Armed  Robbery",1,65
"3068",57,0,0,0,11,"(F2)","Strong Armed  Robbery",1,770
"3069",31,0,0,0,13,"(M1)","Possess Cannabis/20 Grams Or Less",1,147
"3070",27,1,0,0,6,"(F3)","Possession of Cocaine",1,304
"3071",27,1,0,0,6,"(F3)","Possession of Cocaine",1,524
"3072",60,0,0,0,9,"(F3)","Possession of Cocaine",0,241
"3073",60,0,0,0,9,"(F3)","Possession of Cocaine",0,401
"3074",60,0,0,0,9,"(F3)","Possession of Cocaine",0,829
"3075",60,0,0,0,9,"(F3)","Possession of Cocaine",0,295
"3076",60,0,0,0,9,"(F3)","Possession of Cocaine",0,202
"3077",60,0,0,0,9,"(F3)","Possession of Cocaine",0,171
"3078",38,0,1,0,16,"(F1)","Poss of Cocaine W/I/D/S 1000FT Park",1,616
"3079",38,0,1,0,16,"(F1)","Poss of Cocaine W/I/D/S 1000FT Park",1,1641
"3080",38,0,1,0,16,"(F1)","Poss of Cocaine W/I/D/S 1000FT Park",1,499
"3081",38,0,1,0,16,"(F1)","Poss of Cocaine W/I/D/S 1000FT Park",1,78
"3082",36,0,1,0,12,"(F3)","Possession of Cocaine",1,185
"3083",36,0,1,0,12,"(F3)","Possession of Cocaine",1,156
"3084",35,0,2,0,2,"(M2)","Operating W/O Valid License",0,566
"3085",35,0,2,0,2,"(M2)","Operating W/O Valid License",0,2602
"3086",41,0,0,0,2,"(F3)","Aggravated Assault W/dead Weap",1,1658
"3087",41,0,0,0,2,"(F3)","Aggravated Assault W/dead Weap",1,1222
"3088",24,0,1,0,9,"(M2)","Operating W/O Valid License",1,497
"3089",49,0,0,0,4,"(F3)","Possession of Cocaine",0,285
"3090",49,0,0,0,4,"(F3)","Possession of Cocaine",0,4746
"3091",49,0,0,0,4,"(F3)","Possession of Cocaine",0,617
"3092",21,0,0,1,1,"(F3)","Grand Theft in the 3rd Degree",0,321
"3093",28,0,0,0,9,"(M2)","arrest case no charge",1,36
"3094",27,0,0,0,2,"(F3)","Tamper With Witness/Victim/CI",1,335
"3095",23,0,0,0,3,"(M2)","Operating W/O Valid License",0,2073
"3096",41,0,0,0,1,"(F7)","Possess/Use Weapon 1 Deg Felon",0,738
"3097",26,0,0,0,2,"(F3)","Aggravated Assault W/Dead Weap",1,202
"3098",37,0,0,0,9,"(F3)","Poss3,4 Methylenedioxymethcath",1,1380
"3099",25,0,2,0,5,"(F3)","Aggravated Assault w/Firearm",0,1756
"3100",54,0,0,0,6,"(F1)","arrest case no charge",0,1946
"3101",54,0,0,0,6,"(F1)","arrest case no charge",0,1169
"3102",54,0,0,0,6,"(F1)","arrest case no charge",0,2279
"3103",54,0,0,0,6,"(F1)","arrest case no charge",0,800
"3104",54,0,0,0,6,"(F1)","arrest case no charge",0,1748
"3105",54,0,0,0,6,"(F1)","arrest case no charge",0,841
"3106",45,0,0,0,1,"(M1)","Battery",0,798
"3107",45,0,0,0,1,"(M1)","Battery",0,744
"3108",45,0,0,0,1,"(M1)","Battery",0,375
"3109",45,0,0,0,1,"(M1)","Battery",0,568
"3110",34,0,0,0,17,"(F3)","arrest case no charge",1,1562
"3111",28,0,0,0,3,"(F3)","arrest case no charge",0,1622
"3112",36,0,0,0,5,"(F3)","arrest case no charge",0,520
"3113",56,0,0,0,7,"(F3)","Grand Theft (Motor Vehicle)",0,520
"3114",59,0,0,0,5,"(MO3)","Alcoholic Beverage Violation-FL",0,326
"3115",59,0,0,0,5,"(MO3)","Alcoholic Beverage Violation-FL",0,630
"3116",59,0,0,0,5,"(MO3)","Alcoholic Beverage Violation-FL",0,77
"3117",59,0,0,0,5,"(MO3)","Alcoholic Beverage Violation-FL",0,731
"3118",59,0,0,0,5,"(MO3)","Alcoholic Beverage Violation-FL",0,769
"3119",59,0,0,0,5,"(MO3)","Alcoholic Beverage Violation-FL",0,1442
"3120",26,1,2,0,9,"(F3)","Tampering With Physical Evidence",1,499
"3121",40,0,0,0,3,"(F3)","Fleeing Or Attmp Eluding A Leo",1,266
"3122",40,0,0,0,3,"(F3)","Fleeing Or Attmp Eluding A Leo",1,254
"3123",31,0,0,0,15,"(F3)","Felony Driving While Lic Suspd",0,406
"3124",32,0,0,0,15,"(F3)","Felony Petit Theft",0,221
"3125",23,0,0,2,9,"(F7)","arrest case no charge",0,2099
"3126",40,0,0,0,20,"(F3)","Driving While License Revoked",0,1070
"3127",38,0,0,0,4,"(F3)","Felony Batt(Great Bodily Harm)",0,1427
"3128",31,0,0,0,1,"(F3)","arrest case no charge",1,1490
"3129",31,0,0,0,1,"(F3)","arrest case no charge",1,108
"3130",25,0,0,0,3,"(F3)","arrest case no charge",0,725
"3131",42,1,0,1,13,"(M2)","Prowling/Loitering",1,188
"3132",42,1,0,1,13,"(M2)","Prowling/Loitering",1,542
"3133",42,1,0,1,13,"(M2)","Prowling/Loitering",1,211
"3134",42,1,0,1,13,"(M2)","Prowling/Loitering",1,506
"3135",42,1,0,1,13,"(M2)","Prowling/Loitering",1,295
"3136",42,1,0,1,13,"(M2)","Prowling/Loitering",1,988
"3137",37,0,0,0,18,"(F3)","Aggravated Assault w/Firearm",0,1471
"3138",37,0,0,0,18,"(F3)","Aggravated Assault w/Firearm",0,300
"3139",37,0,0,0,18,"(F3)","Aggravated Assault w/Firearm",0,346
"3140",37,0,0,0,18,"(F3)","Aggravated Assault w/Firearm",0,233
"3141",37,0,0,0,18,"(F3)","Aggravated Assault w/Firearm",0,1555
"3142",25,0,0,0,12,"(F3)","Grand Theft in the 3rd Degree",0,144
"3143",25,0,0,0,12,"(F3)","Grand Theft in the 3rd Degree",0,290
"3144",42,0,0,0,10,"(F3)","Possession of Cocaine",0,357
"3145",42,0,0,0,10,"(F3)","Possession of Cocaine",0,88
"3146",42,0,0,0,10,"(F3)","Possession of Cocaine",0,603
"3147",35,0,0,0,1,"(F3)","arrest case no charge",0,1624
